epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
43,5018,0.82058,0,0.00259,0.41422,0.76574,0.99278,0.98662,0.99363,0.82529,0,0,0,0,0.65668,0,0.0015,0.38606,0.79962,0.000834822,0.000834822,0.000834822
44,5166.16,0.78605,0,0.00232,0.40153,0.76809,0.99222,0.9977,0.99305,0.81756,0,0,0,0,0.64386,0,0.00127,0.36666,0.79904,0.000820675,0.000820675,0.000820675
45,5309.87,0.82607,0,0.00222,0.42057,0.76587,0.99129,1,0.99373,0.82432,0,0,0,0,0.62367,0,0.00109,0.35853,0.79742,0.000806528,0.000806528,0.000806528
46,5429.04,0.7905,0,0.00196,0.40077,0.77095,0.98954,0.99949,0.99381,0.83288,0,0,0,0,0.63581,0,0.00087,0.34213,0.80116,0.00079238,0.00079238,0.00079238
47,5549,0.80202,0,0.00188,0.39305,0.77183,0.99327,0.99866,0.99321,0.82513,0,0,0,0,0.63282,0,0.00095,0.34332,0.79791,0.000778233,0.000778233,0.000778233
48,5669.46,0.83036,0,0.00169,0.40578,0.76275,0.99263,1,0.99356,0.82824,0,0,0,0,0.66562,0,0.00073,0.35684,0.80355,0.000764086,0.000764086,0.000764086
49,5787.35,0.79014,0,0.00177,0.39339,0.76183,0.99232,0.99956,0.99265,0.81829,0,0,0,0,0.67389,0,0.00072,0.34506,0.80119,0.000749939,0.000749939,0.000749939
50,5900.25,0.7991,0,0.00167,0.39822,0.76917,0.99038,0.9962,0.99204,0.8308,0,0,0,0,0.62314,0,0.00111,0.3276,0.79875,0.000735792,0.000735792,0.000735792
51,6008.5,0.78807,0,0.0016,0.3877,0.76734,0.99264,0.9973,0.99213,0.8317,0,0,0,0,0.6145,0,0.00098,0.33762,0.79727,0.000721645,0.000721645,0.000721645
52,6128.89,0.79138,0,0.00149,0.39512,0.76415,0.99144,1,0.99242,0.82902,0,0,0,0,0.63791,0,0.00098,0.33352,0.79859,0.000707498,0.000707498,0.000707498
53,6240.37,0.76246,0,0.00146,0.37877,0.76084,0.99334,0.99347,0.99301,0.82761,0,0,0,0,0.62931,0,0.00089,0.33315,0.79936,0.000693351,0.000693351,0.000693351
54,6351.8,0.77165,0,0.00143,0.38639,0.75793,0.99221,0.99947,0.99261,0.82878,0,0,0,0,0.62345,0,0.00072,0.33834,0.79636,0.000679204,0.000679204,0.000679204
55,6471.81,0.79256,0,0.00128,0.38593,0.7682,0.9903,0.99902,0.99322,0.82698,0,0,0,0,0.66735,0,0.00073,0.34124,0.80243,0.000665057,0.000665057,0.000665057
56,6606.72,0.8113,0,0.00144,0.39385,0.76949,0.99185,0.99975,0.99299,0.83813,0,0,0,0,0.61755,0,0.00061,0.33335,0.79824,0.000650909,0.000650909,0.000650909
57,6727.2,0.77235,0,0.00139,0.38503,0.76111,0.99103,0.99929,0.99193,0.79828,0,0,0,0,0.7164,0,0.00057,0.34905,0.79954,0.000636762,0.000636762,0.000636762
58,6839.42,0.77455,0,0.00134,0.38012,0.76349,0.99237,0.99986,0.99362,0.81129,0,0,0,0,0.67782,0,0.00054,0.33262,0.80154,0.000622615,0.000622615,0.000622615
59,6978.79,0.7295,0,0.00119,0.36168,0.77185,0.9931,1,0.9939,0.83888,0,0,0,0,0.5923,0,0.00062,0.31245,0.79664,0.000608468,0.000608468,0.000608468
60,7077.49,0.76686,0,0.00123,0.37742,0.76186,0.99248,0.99992,0.99321,0.83527,0,0,0,0,0.60905,0,0.00048,0.32628,0.79638,0.000594321,0.000594321,0.000594321
61,7192.42,0.756,0,0.00133,0.36874,0.76378,0.99273,0.99915,0.99329,0.83815,0,0,0,0,0.61405,0,0.00063,0.31844,0.79814,0.000580174,0.000580174,0.000580174
62,7300.79,0.74146,0,0.00112,0.36446,0.76218,0.99344,0.99886,0.99321,0.82768,0,0,0,0,0.65627,0,0.00052,0.33121,0.79805,0.000566027,0.000566027,0.000566027
63,7421.67,0.7412,0,0.00105,0.36684,0.75635,0.99184,0.99897,0.99293,0.83948,0,0,0,0,0.58444,0,0.00047,0.31875,0.79598,0.00055188,0.00055188,0.00055188
64,7526.86,0.7124,0,0.0009,0.36162,0.76203,0.9913,0.99975,0.99344,0.84405,0,0,0,0,0.58075,0,0.00044,0.30915,0.7962,0.000537733,0.000537733,0.000537733
65,7640,0.73529,0,0.00091,0.35671,0.76066,0.99139,0.99973,0.99299,0.83122,0,0,0,0,0.61205,0,0.00047,0.31111,0.79635,0.000523586,0.000523586,0.000523586
66,7744.46,0.77688,0,0.00086,0.36963,0.76357,0.9913,1,0.99281,0.83594,0,0,0,0,0.59542,0,0.00044,0.32223,0.79474,0.000509438,0.000509438,0.000509438
67,7866.87,0.71825,0,0.0008,0.3574,0.76281,0.99035,0.99982,0.99178,0.84283,0,0,0,0,0.58231,0,0.00042,0.30481,0.79579,0.000495291,0.000495291,0.000495291
68,8010.91,0.71821,0,0.00086,0.34806,0.75771,0.99194,0.99983,0.99175,0.83763,0,0,0,0,0.59934,0,0.00046,0.30984,0.79712,0.000481144,0.000481144,0.000481144
69,8127.92,0.74072,0,0.00088,0.36833,0.76465,0.99305,1,0.99329,0.8109,0,0,0,0,0.68263,0,0.0004,0.33174,0.79876,0.000466997,0.000466997,0.000466997
70,8243.67,0.75821,0,0.0008,0.36795,0.75953,0.99239,0.99993,0.99376,0.80771,0,0,0,0,0.69485,0,0.00033,0.33551,0.79851,0.00045285,0.00045285,0.00045285
71,8357.42,0.76491,0,0.00089,0.3654,0.76096,0.99167,0.99922,0.99363,0.84263,0,0,0,0,0.57929,0,0.00044,0.30467,0.79519,0.000438703,0.000438703,0.000438703
72,8472.07,0.73478,0,0.0009,0.35431,0.75948,0.99239,0.99931,0.99324,0.8451,0,0,0,0,0.58533,0,0.00041,0.30259,0.79575,0.000424556,0.000424556,0.000424556
73,8583.62,0.70429,0,0.00073,0.345,0.76066,0.99156,0.99999,0.9933,0.8473,0,0,0,0,0.57064,0,0.00036,0.29861,0.79505,0.000410409,0.000410409,0.000410409
74,8697.04,0.70613,0,0.0008,0.34762,0.75748,0.99257,0.99897,0.99315,0.84227,0,0,0,0,0.58242,0,0.00037,0.30238,0.79533,0.000396262,0.000396262,0.000396262
75,8813.59,0.71623,0,0.00073,0.34884,0.75746,0.99135,0.99964,0.9933,0.83903,0,0,0,0,0.60344,0,0.0004,0.30334,0.7963,0.000382115,0.000382115,0.000382115
76,8968.01,0.69781,0,0.00076,0.34087,0.76636,0.99166,1,0.99337,0.8444,0,0,0,0,0.57395,0,0.0004,0.29379,0.79651,0.000367967,0.000367967,0.000367967
77,9092.19,0.70628,0,0.0007,0.3531,0.76731,0.99067,1,0.9938,0.84479,0,0,0,0,0.579,0,0.00041,0.31096,0.79647,0.00035382,0.00035382,0.00035382
78,9200.56,0.73416,0,0.00067,0.35796,0.76434,0.99108,0.99968,0.99375,0.838,0,0,0,0,0.59517,0,0.00042,0.30929,0.79617,0.000339673,0.000339673,0.000339673
79,9388.15,0.70875,0,0.00077,0.34752,0.75937,0.992,0.9983,0.99381,0.84156,0,0,0,0,0.58906,0,0.00039,0.30456,0.79697,0.000325526,0.000325526,0.000325526
80,9517.5,0.71073,0,0.00071,0.34358,0.75858,0.99129,0.99963,0.99352,0.84386,0,0,0,0,0.56276,0,0.00043,0.29339,0.79599,0.000311379,0.000311379,0.000311379
81,9641.52,0.69612,0,0.00066,0.34025,0.76094,0.99143,0.9994,0.99369,0.84799,0,0,0,0,0.55999,0,0.00032,0.28991,0.79519,0.000297232,0.000297232,0.000297232
82,9768.99,0.70033,0,0.00065,0.34019,0.76315,0.99123,0.9997,0.99349,0.8436,0,0,0,0,0.57334,0,0.00036,0.2875,0.79649,0.000283085,0.000283085,0.000283085
83,9886.51,0.71694,0,0.00062,0.3489,0.76222,0.9926,0.99968,0.99382,0.84235,0,0,0,0,0.57589,0,0.00027,0.29189,0.7945,0.000268938,0.000268938,0.000268938
84,9956.91,0.71108,0,0.00063,0.34077,0.75524,0.99253,0.99964,0.99356,0.84068,0,0,0,0,0.57493,0,0.00026,0.28621,0.79491,0.000254791,0.000254791,0.000254791
85,10015.8,0.70122,0,0.00061,0.34171,0.76228,0.99212,0.99853,0.99373,0.84439,0,0,0,0,0.5696,0,0.00034,0.28739,0.79494,0.000240644,0.000240644,0.000240644
86,10075.4,0.67215,0,0.00058,0.32536,0.76076,0.9918,1,0.99368,0.84565,0,0,0,0,0.56375,0,0.00031,0.28125,0.79596,0.000226497,0.000226497,0.000226497
87,10134,0.66936,0,0.00048,0.33048,0.76632,0.9919,0.99971,0.99327,0.84432,0,0,0,0,0.56009,0,0.00029,0.28535,0.79477,0.000212349,0.000212349,0.000212349
88,10193.2,0.67849,0,0.00055,0.32558,0.76143,0.99158,1,0.9931,0.84463,0,0,0,0,0.5641,0,0.00029,0.28319,0.79548,0.000198202,0.000198202,0.000198202
89,10252.7,0.65214,0,0.00047,0.31965,0.76284,0.99182,1,0.99335,0.84899,0,0,0,0,0.54785,0,0.00025,0.27569,0.79438,0.000184055,0.000184055,0.000184055
90,10316.4,0.69187,0,0.00058,0.33207,0.75843,0.99295,0.99861,0.99363,0.84769,0,0,0,0,0.5744,0,0.00025,0.29011,0.79478,0.000169908,0.000169908,0.000169908
91,10393.2,0.67691,0,0.0001,0.33905,0.76945,0.99065,1,0.99397,0.83985,0,0,0,0,0.5942,0,0.00015,0.29563,0.79588,0.000155761,0.000155761,0.000155761
92,10449.7,0.65459,0,0.0001,0.32864,0.7614,0.99246,0.99897,0.99407,0.83661,0,0,0,0,0.57265,0,0.0001,0.28765,0.79527,0.000141614,0.000141614,0.000141614
93,10506.1,0.64357,0,0.00027,0.32178,0.75716,0.99222,0.99983,0.99412,0.84059,0,0,0,0,0.56462,0,8e-05,0.28266,0.79496,0.000127467,0.000127467,0.000127467
94,10563.1,0.63956,0,0.00015,0.32714,0.76163,0.99286,0.99852,0.99411,0.84045,0,0,0,0,0.5598,0,6e-05,0.27877,0.79494,0.00011332,0.00011332,0.00011332
95,10619.5,0.63988,0,0.0001,0.32476,0.76284,0.99252,0.99828,0.99398,0.84172,0,0,0,0,0.55934,0,6e-05,0.28455,0.79329,9.91726e-05,9.91726e-05,9.91726e-05
96,10676.1,0.64177,0,9e-05,0.32016,0.75817,0.9926,0.99972,0.99388,0.84095,0,0,0,0,0.56508,0,5e-05,0.28137,0.79466,8.50255e-05,8.50255e-05,8.50255e-05
97,10732.4,0.62679,0,9e-05,0.31497,0.75906,0.99259,0.99948,0.99365,0.84738,0,0,0,0,0.54983,0,5e-05,0.2781,0.79396,7.08784e-05,7.08784e-05,7.08784e-05
98,10789.4,0.6242,0,9e-05,0.31442,0.76072,0.9926,0.99951,0.99369,0.84278,0,0,0,0,0.55971,0,5e-05,0.27407,0.7946,5.67313e-05,5.67313e-05,5.67313e-05
99,10845.6,0.6145,0,8e-05,0.30807,0.7651,0.99252,0.99946,0.99363,0.84822,0,0,0,0,0.54883,0,5e-05,0.27422,0.79424,4.25842e-05,4.25842e-05,4.25842e-05
100,10901.7,0.61328,0,8e-05,0.30925,0.7606,0.9924,0.99959,0.99365,0.84577,0,0,0,0,0.55011,0,5e-05,0.27153,0.79401,2.84371e-05,2.84371e-05,2.84371e-05
