epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
32,501.901,0.83044,0.06528,0.0534,0.43384,0.79133,0.98793,0.97643,0.99022,0.8124,0.32768,0.32767,0.33127,0.32781,0.87315,0.06203,0.0121,0.44014,0.81395,0.00099044,0.00099044,0.00099044
33,518.333,0.79775,0.0692,0.05038,0.42775,0.78687,0.98984,0.97505,0.9902,0.82114,0.32739,0.33051,0.33078,0.32898,0.79849,0.05419,0.01186,0.42395,0.80589,0.000976293,0.000976293,0.000976293
34,534.283,0.83146,0.05608,0.05225,0.43512,0.77903,0.99477,0.96988,0.98979,0.82347,0.33025,0.33333,0.3315,0.33099,0.79311,0.03321,0.01083,0.412,0.80365,0.000962146,0.000962146,0.000962146
35,550.371,0.77986,0.05406,0.04354,0.41838,0.78232,0.98963,0.97721,0.98957,0.82194,0.33014,0.33333,0.33164,0.33074,0.8094,0.03877,0.00959,0.41587,0.80675,0.000947999,0.000947999,0.000947999
36,566.329,0.76864,0.05313,0.0453,0.42307,0.78172,0.99158,0.9745,0.9889,0.82326,0.32769,0.33051,0.33139,0.33007,0.81272,0.04595,0.00968,0.4096,0.81038,0.000933851,0.000933851,0.000933851
37,582.249,0.80706,0.07289,0.05106,0.41716,0.78798,0.99215,0.97372,0.99132,0.81985,0.32209,0.32768,0.32924,0.32833,0.81235,0.0718,0.0104,0.40679,0.80839,0.000919704,0.000919704,0.000919704
38,597.93,0.78992,0.06169,0.05048,0.41026,0.78416,0.99118,0.98082,0.99074,0.82322,0.33035,0.33333,0.33167,0.32963,0.78099,0.04089,0.00968,0.39073,0.80579,0.000905557,0.000905557,0.000905557
39,613.673,0.78399,0.04731,0.04502,0.41449,0.78383,0.98973,0.97629,0.99026,0.82354,0.32479,0.32768,0.32919,0.32766,0.79376,0.07975,0.00888,0.41091,0.80677,0.00089141,0.00089141,0.00089141
40,629.282,0.76596,0.05587,0.04723,0.40665,0.7808,0.98735,0.98422,0.99111,0.79935,0.33038,0.33333,0.33139,0.33042,0.82825,0.03663,0.00812,0.39792,0.80632,0.000877263,0.000877263,0.000877263
41,644.816,0.78279,0.05684,0.04666,0.40532,0.78541,0.99516,0.97458,0.99116,0.82225,0.32506,0.33278,0.33144,0.33115,0.79602,0.03974,0.00867,0.4161,0.80542,0.000863116,0.000863116,0.000863116
42,660.026,0.76163,0.04871,0.05137,0.40773,0.79076,0.99057,0.98194,0.9909,0.80704,0.32752,0.33051,0.33144,0.33058,0.79249,0.04899,0.00823,0.40332,0.8065,0.000848969,0.000848969,0.000848969
43,675.502,0.80918,0.05525,0.05683,0.41158,0.78443,0.99532,0.9748,0.99062,0.81916,0.33025,0.33333,0.33167,0.33073,0.76379,0.02695,0.00883,0.39907,0.80605,0.000834822,0.000834822,0.000834822
44,690.798,0.79872,0.04846,0.05239,0.40402,0.78061,0.98731,0.98555,0.9918,0.82881,0.33037,0.33333,0.33153,0.33109,0.78336,0.03145,0.00747,0.39604,0.80412,0.000820675,0.000820675,0.000820675
45,706.463,0.7585,0.0344,0.03952,0.39114,0.77911,0.99769,0.97632,0.99049,0.82992,0.33305,0.33051,0.33167,0.33099,0.74435,0.0297,0.00853,0.38181,0.80568,0.000806528,0.000806528,0.000806528
46,722.076,0.73163,0.04054,0.04683,0.38037,0.78419,0.99469,0.97919,0.99173,0.75399,0.33034,0.33333,0.33167,0.33163,0.95297,0.03128,0.00775,0.4289,0.81436,0.00079238,0.00079238,0.00079238
47,737.589,0.81544,0.04175,0.04827,0.41294,0.78637,0.99226,0.98125,0.99203,0.83609,0.32759,0.33051,0.3315,0.33128,0.73839,0.04167,0.00869,0.39426,0.80094,0.000778233,0.000778233,0.000778233
48,752.621,0.82488,0.04461,0.04216,0.40519,0.7827,0.99028,0.98452,0.99226,0.83313,0.32759,0.33051,0.3315,0.3315,0.77711,0.04163,0.00798,0.385,0.80334,0.000764086,0.000764086,0.000764086
49,768.452,0.7722,0.03945,0.04586,0.39127,0.78915,0.99175,0.98313,0.9914,0.84153,0.33042,0.33333,0.33167,0.33157,0.72339,0.0292,0.00806,0.38492,0.80089,0.000749939,0.000749939,0.000749939
50,784.803,0.7509,0.04428,0.04368,0.38432,0.7827,0.99077,0.98035,0.98999,0.81813,0.32753,0.33051,0.3313,0.3313,0.78659,0.04262,0.00711,0.39182,0.80487,0.000735792,0.000735792,0.000735792
51,801.148,0.74727,0.04019,0.046,0.38458,0.7786,0.99385,0.98249,0.99138,0.83437,0.3275,0.33051,0.33092,0.33092,0.76119,0.03552,0.00833,0.38277,0.80074,0.000721645,0.000721645,0.000721645
52,816.937,0.73387,0.04027,0.04239,0.38627,0.786,0.99436,0.97861,0.99184,0.83664,0.33033,0.33333,0.33161,0.33136,0.73794,0.02897,0.00759,0.3887,0.80217,0.000707498,0.000707498,0.000707498
53,831.893,0.74707,0.03454,0.03827,0.38567,0.78063,0.99714,0.97735,0.99193,0.83578,0.33017,0.32768,0.33147,0.33127,0.73553,0.03315,0.00661,0.38548,0.80006,0.000693351,0.000693351,0.000693351
54,847.548,0.72801,0.03909,0.04096,0.38235,0.78118,0.99617,0.97881,0.99223,0.84061,0.33053,0.33328,0.33164,0.3316,0.7731,0.02086,0.00662,0.38108,0.80479,0.000679204,0.000679204,0.000679204
55,863.561,0.75351,0.03989,0.04098,0.3811,0.77731,0.99544,0.97877,0.9922,0.83504,0.33053,0.33317,0.33167,0.33167,0.74849,0.01758,0.00565,0.36653,0.80182,0.000665057,0.000665057,0.000665057
56,878.708,0.72335,0.03362,0.03799,0.37613,0.77573,0.99053,0.98364,0.99178,0.84013,0.32773,0.33027,0.33144,0.3312,0.74089,0.03883,0.00563,0.38382,0.80141,0.000650909,0.000650909,0.000650909
57,893.507,0.72816,0.04347,0.04867,0.37929,0.78163,0.9866,0.9817,0.99238,0.83578,0.33023,0.33051,0.33164,0.33139,0.75685,0.02019,0.00631,0.38625,0.80491,0.000636762,0.000636762,0.000636762
58,908.815,0.72252,0.03693,0.03589,0.37685,0.78289,0.99253,0.98185,0.9923,0.84464,0.33053,0.33327,0.33167,0.33167,0.72274,0.0182,0.00665,0.36206,0.80191,0.000622615,0.000622615,0.000622615
59,924.858,0.73968,0.0358,0.04305,0.3701,0.77446,0.99718,0.97889,0.99237,0.82827,0.33053,0.3332,0.33167,0.33137,0.76808,0.02074,0.00537,0.38324,0.80372,0.000608468,0.000608468,0.000608468
60,941.048,0.71834,0.03197,0.04213,0.36808,0.78744,0.99074,0.98624,0.99237,0.84759,0.33031,0.33333,0.33164,0.33118,0.69825,0.01895,0.00608,0.34391,0.80129,0.000594321,0.000594321,0.000594321
61,956.273,0.71854,0.03564,0.04079,0.36664,0.7738,0.99782,0.97909,0.99252,0.84325,0.3304,0.32768,0.33141,0.33141,0.71162,0.0398,0.00495,0.36454,0.80009,0.000580174,0.000580174,0.000580174
62,972.194,0.67572,0.03425,0.03986,0.34722,0.7847,0.99273,0.98302,0.99182,0.84868,0.33042,0.33333,0.33105,0.33105,0.68984,0.0171,0.0051,0.35315,0.80051,0.000566027,0.000566027,0.000566027
63,988.12,0.69026,0.03526,0.03902,0.36039,0.78093,0.99387,0.98153,0.99236,0.84879,0.33053,0.33314,0.33144,0.33076,0.68968,0.02907,0.00569,0.35511,0.79817,0.00055188,0.00055188,0.00055188
64,1003.11,0.71422,0.03721,0.03631,0.36627,0.77525,0.98916,0.98624,0.99247,0.83506,0.33053,0.33312,0.33167,0.33156,0.73643,0.02193,0.00514,0.36252,0.79977,0.000537733,0.000537733,0.000537733
65,1018.56,0.72026,0.02832,0.03607,0.36009,0.77632,0.99644,0.97969,0.99275,0.84686,0.33333,0.33039,0.33167,0.33167,0.72457,0.01952,0.00553,0.36271,0.79772,0.000523586,0.000523586,0.000523586
66,1033.68,0.7088,0.03296,0.03912,0.36191,0.77897,0.99448,0.98027,0.99227,0.85209,0.33053,0.33331,0.33111,0.33109,0.71506,0.02197,0.00472,0.36549,0.7979,0.000509438,0.000509438,0.000509438
67,1048.54,0.68751,0.02946,0.03564,0.3527,0.77671,0.99482,0.97803,0.99285,0.85119,0.33034,0.33051,0.33158,0.33154,0.69442,0.01718,0.00542,0.3583,0.79923,0.000495291,0.000495291,0.000495291
68,1064.64,0.7043,0.03421,0.04533,0.36811,0.78236,0.99086,0.98302,0.99166,0.84878,0.33035,0.33333,0.33085,0.3308,0.72144,0.01576,0.00462,0.36192,0.8015,0.000481144,0.000481144,0.000481144
69,1080.12,0.69807,0.03582,0.03694,0.35883,0.77323,0.98839,0.98294,0.99271,0.85021,0.33053,0.33316,0.33167,0.33165,0.72725,0.01571,0.00411,0.35572,0.80156,0.000466997,0.000466997,0.000466997
70,1095.75,0.72164,0.02743,0.03371,0.36601,0.77931,0.99224,0.98321,0.99242,0.85355,0.33044,0.33333,0.33167,0.33167,0.69394,0.01452,0.00439,0.34807,0.79918,0.00045285,0.00045285,0.00045285
71,1111.69,0.68922,0.02604,0.03056,0.35283,0.77975,0.99845,0.98165,0.9923,0.85174,0.33318,0.33051,0.33167,0.33155,0.72933,0.01975,0.00483,0.35978,0.79816,0.000438703,0.000438703,0.000438703
72,1126.19,0.69417,0.02841,0.04154,0.36021,0.77429,0.9943,0.98548,0.99268,0.85346,0.33053,0.3333,0.33161,0.33144,0.6782,0.01985,0.00484,0.34114,0.79796,0.000424556,0.000424556,0.000424556
73,1141.29,0.67001,0.03074,0.03567,0.34686,0.77828,0.98932,0.98609,0.99266,0.84961,0.33053,0.33313,0.33164,0.33157,0.70962,0.01782,0.00435,0.34845,0.79923,0.000410409,0.000410409,0.000410409
74,1156.23,0.66585,0.02457,0.03578,0.34037,0.77655,0.99675,0.98216,0.99275,0.84843,0.33321,0.33051,0.33167,0.33167,0.73545,0.01513,0.00476,0.35165,0.80092,0.000396262,0.000396262,0.000396262
75,1171.03,0.70664,0.02756,0.03397,0.34899,0.77615,0.9936,0.98254,0.99315,0.85334,0.33323,0.33051,0.33167,0.33159,0.68929,0.01642,0.00448,0.34948,0.79791,0.000382115,0.000382115,0.000382115
76,1185.88,0.67214,0.03256,0.03742,0.34861,0.77999,0.99127,0.98363,0.99267,0.85425,0.3303,0.32768,0.33141,0.33141,0.68318,0.02272,0.00388,0.34759,0.79665,0.000367967,0.000367967,0.000367967
77,1200.86,0.70582,0.02734,0.03465,0.35905,0.77267,0.99295,0.98363,0.99283,0.84574,0.33313,0.33051,0.33167,0.33165,0.69759,0.01424,0.00446,0.34612,0.79905,0.00035382,0.00035382,0.00035382
78,1215.4,0.68153,0.02378,0.03044,0.34395,0.77583,0.99204,0.98391,0.99268,0.85604,0.32763,0.33051,0.33133,0.33133,0.68125,0.03003,0.00403,0.33506,0.79741,0.000339673,0.000339673,0.000339673
79,1229.89,0.67092,0.02447,0.03541,0.34641,0.77703,0.99541,0.9816,0.993,0.85769,0.33312,0.33051,0.33167,0.33167,0.68434,0.01444,0.00444,0.34378,0.79696,0.000325526,0.000325526,0.000325526
80,1245.56,0.66529,0.02618,0.03541,0.34137,0.77398,0.99481,0.98052,0.9932,0.85697,0.33053,0.33312,0.33167,0.3316,0.67643,0.01873,0.00421,0.34152,0.7974,0.000311379,0.000311379,0.000311379
81,1261.23,0.65525,0.03087,0.03405,0.3317,0.77033,0.9923,0.98236,0.99313,0.85912,0.33053,0.33307,0.33167,0.33167,0.67609,0.01489,0.00397,0.33659,0.79688,0.000297232,0.000297232,0.000297232
82,1276.33,0.65031,0.02492,0.02953,0.33416,0.77548,0.99809,0.98272,0.99294,0.85794,0.33315,0.33051,0.33167,0.33167,0.66284,0.01477,0.00415,0.344,0.79559,0.000283085,0.000283085,0.000283085
83,1291.87,0.66918,0.02436,0.03095,0.34337,0.77185,0.99694,0.98105,0.99285,0.8589,0.33311,0.33051,0.33167,0.33162,0.66844,0.01539,0.0041,0.34019,0.79564,0.000268938,0.000268938,0.000268938
84,1307.3,0.6587,0.02579,0.03018,0.33526,0.7735,0.99434,0.98412,0.99294,0.85792,0.33053,0.33318,0.33167,0.33165,0.66628,0.01412,0.00374,0.33243,0.79612,0.000254791,0.000254791,0.000254791
85,1322.4,0.66662,0.02291,0.03165,0.33833,0.7726,0.99421,0.98489,0.99308,0.85721,0.33053,0.33319,0.33167,0.33167,0.6694,0.0126,0.00443,0.33234,0.79681,0.000240644,0.000240644,0.000240644
86,1337.93,0.65151,0.02551,0.03356,0.33564,0.77622,0.99511,0.98105,0.99292,0.85851,0.33259,0.33051,0.33167,0.33167,0.6695,0.01296,0.00401,0.33754,0.79668,0.000226497,0.000226497,0.000226497
87,1353.22,0.64915,0.02617,0.03119,0.33174,0.77358,0.99282,0.98593,0.99288,0.8605,0.33206,0.33051,0.33167,0.33136,0.65826,0.01759,0.00369,0.33339,0.79711,0.000212349,0.000212349,0.000212349
88,1368.4,0.65345,0.02576,0.02914,0.33293,0.77362,0.99276,0.98648,0.99309,0.85847,0.33316,0.33051,0.33167,0.33158,0.67729,0.01862,0.00411,0.34203,0.79726,0.000198202,0.000198202,0.000198202
89,1383.08,0.63209,0.02373,0.03236,0.32428,0.77789,0.99443,0.98393,0.99283,0.85883,0.33314,0.33051,0.33167,0.33167,0.67104,0.01319,0.00412,0.33201,0.79678,0.000184055,0.000184055,0.000184055
90,1399.11,0.65626,0.02236,0.03181,0.33096,0.77626,0.99152,0.98462,0.99294,0.8592,0.3321,0.33051,0.33167,0.33167,0.65523,0.0134,0.00453,0.32658,0.79574,0.000169908,0.000169908,0.000169908
91,1443.7,0.62871,0.01425,0.00701,0.32355,0.7813,0.99632,0.98091,0.99277,0.8515,0.33305,0.33051,0.33167,0.33167,0.69,0.01295,0.00404,0.33209,0.797,0.000155761,0.000155761,0.000155761
92,1459.44,0.61683,0.01333,0.00599,0.31855,0.78048,0.99581,0.98143,0.99257,0.85989,0.33316,0.33051,0.33167,0.33167,0.67479,0.01221,0.00348,0.33368,0.79738,0.000141614,0.000141614,0.000141614
93,1474.97,0.61672,0.01045,0.00543,0.31594,0.77783,0.9961,0.98105,0.99305,0.85844,0.33315,0.33051,0.33167,0.33167,0.67238,0.01161,0.00331,0.33229,0.79644,0.000127467,0.000127467,0.000127467
94,1489.82,0.59709,0.0118,0.006,0.30827,0.76718,0.99779,0.98022,0.99285,0.85734,0.33315,0.33051,0.33167,0.33167,0.67828,0.01365,0.00355,0.33677,0.79583,0.00011332,0.00011332,0.00011332
95,1504.85,0.59898,0.00863,0.00516,0.30847,0.77706,0.99602,0.98105,0.9928,0.85723,0.33309,0.33051,0.33167,0.33165,0.67141,0.01201,0.00322,0.33315,0.79581,9.91726e-05,9.91726e-05,9.91726e-05
96,1520.07,0.57942,0.01092,0.00593,0.30844,0.7803,0.99774,0.97868,0.99299,0.8616,0.3331,0.33051,0.33167,0.33167,0.6689,0.0114,0.00311,0.33525,0.79532,8.50255e-05,8.50255e-05,8.50255e-05
97,1535.13,0.58888,0.00847,0.00471,0.30535,0.77917,0.99807,0.97737,0.99308,0.85891,0.33316,0.33051,0.33167,0.33167,0.6667,0.01163,0.00336,0.3321,0.79536,7.08784e-05,7.08784e-05,7.08784e-05
98,1550.52,0.58661,0.00875,0.00478,0.30343,0.77934,0.99775,0.97859,0.99308,0.86244,0.33311,0.33051,0.33167,0.33167,0.66252,0.0115,0.00324,0.32757,0.79549,5.67313e-05,5.67313e-05,5.67313e-05
99,1565.74,0.58431,0.0089,0.0055,0.30259,0.77389,0.99623,0.97905,0.9928,0.85912,0.33291,0.33051,0.33167,0.33167,0.66515,0.01117,0.00317,0.32918,0.79568,4.25842e-05,4.25842e-05,4.25842e-05
100,1581.18,0.56259,0.00874,0.00541,0.29552,0.77765,0.99628,0.97847,0.9928,0.86197,0.33286,0.33051,0.33167,0.33167,0.65816,0.01118,0.003,0.32535,0.79564,2.84371e-05,2.84371e-05,2.84371e-05
