epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
11,153.439,0.98323,0.12535,0.07774,0.58548,0.8024,0.98128,0.98007,0.98229,0.74606,0.65723,0.33333,0.32424,0.31557,0.8779,0.06507,0.01952,0.48114,0.81504,0.00128753,0.00128753,0.00128753
12,166.59,1.00464,0.12924,0.07227,0.58692,0.80062,0.9727,0.98605,0.98779,0.79652,0.32384,0.33333,0.32985,0.32502,0.73314,0.04629,0.02022,0.41403,0.8007,0.00127338,0.00127338,0.00127338
13,180.02,0.90485,0.11285,0.0869,0.54745,0.80484,0.97617,0.98263,0.98802,0.79781,0.32376,0.33333,0.32928,0.32393,0.7314,0.04237,0.01896,0.42911,0.80468,0.00125923,0.00125923,0.00125923
14,193.457,0.91497,0.11345,0.07493,0.52964,0.79312,0.97981,0.98813,0.98813,0.77706,0.32387,0.33333,0.32894,0.32258,0.78925,0.03806,0.01792,0.42372,0.80544,0.00124509,0.00124509,0.00124509
15,207.415,0.94223,0.10218,0.07689,0.53642,0.79614,0.98411,0.98098,0.99024,0.78355,0.32404,0.33333,0.33041,0.3279,0.77021,0.03487,0.01658,0.42026,0.79976,0.00123094,0.00123094,0.00123094
16,220.673,0.93117,0.1075,0.06719,0.51073,0.79554,0.98142,0.9821,0.98704,0.78341,0.32392,0.33333,0.32849,0.32396,0.76309,0.0352,0.01473,0.38707,0.80304,0.00121679,0.00121679,0.00121679
17,233.559,0.8942,0.09761,0.07348,0.49521,0.79201,0.97963,0.98697,0.98841,0.78569,0.32393,0.33333,0.32895,0.32545,0.74912,0.03155,0.0143,0.38978,0.7965,0.00120265,0.00120265,0.00120265
18,246.181,0.87766,0.08026,0.0626,0.47943,0.7909,0.98144,0.98631,0.98683,0.81087,0.32607,0.33333,0.32858,0.32639,0.68779,0.03126,0.01141,0.37251,0.79741,0.0011885,0.0011885,0.0011885
19,259.062,0.88796,0.0693,0.06367,0.4764,0.78848,0.98124,0.98286,0.98554,0.80715,0.32406,0.33333,0.32817,0.32713,0.68383,0.02721,0.01071,0.38382,0.79559,0.00117435,0.00117435,0.00117435
20,272.384,0.85644,0.06744,0.06127,0.45871,0.78918,0.98271,0.9839,0.98611,0.80924,0.32393,0.33333,0.32756,0.32607,0.68194,0.0413,0.01174,0.3737,0.79819,0.00116021,0.00116021,0.00116021
21,286.037,0.83676,0.08507,0.05266,0.46407,0.79366,0.97452,0.98426,0.98452,0.81076,0.32286,0.33333,0.32601,0.32267,0.68653,0.0347,0.00893,0.39919,0.79481,0.00114606,0.00114606,0.00114606
22,300.064,0.85015,0.07479,0.05707,0.45374,0.78814,0.98122,0.98442,0.9861,0.8231,0.32374,0.33333,0.32807,0.3261,0.65967,0.02302,0.01184,0.36644,0.79265,0.00113191,0.00113191,0.00113191
23,314.029,0.83677,0.07988,0.06673,0.45141,0.78946,0.98057,0.98331,0.98519,0.79062,0.32399,0.33333,0.32762,0.32662,0.76406,0.02989,0.00988,0.40939,0.79902,0.00111776,0.00111776,0.00111776
24,327.8,0.85074,0.07477,0.05656,0.45351,0.79264,0.98404,0.9818,0.98785,0.80943,0.32546,0.33333,0.32998,0.32923,0.70777,0.02167,0.01087,0.37619,0.7965,0.00110362,0.00110362,0.00110362
25,341.354,0.84191,0.06302,0.05395,0.45056,0.78634,0.98768,0.98331,0.987,0.81995,0.32712,0.33333,0.32874,0.32624,0.6834,0.02737,0.01054,0.37787,0.79481,0.00108947,0.00108947,0.00108947
26,354.588,0.80387,0.06561,0.05046,0.43288,0.78223,0.986,0.98254,0.98733,0.82031,0.32695,0.33333,0.32896,0.32736,0.66258,0.02646,0.00901,0.38133,0.79241,0.00107532,0.00107532,0.00107532
27,367.777,0.82118,0.05919,0.05605,0.43333,0.79187,0.98435,0.98088,0.98458,0.81528,0.32371,0.33333,0.32654,0.32429,0.65587,0.02084,0.00783,0.37227,0.79488,0.00106118,0.00106118,0.00106118
28,380.743,0.83777,0.05608,0.05098,0.44204,0.7857,0.9807,0.98697,0.98342,0.80302,0.32395,0.33333,0.32449,0.32183,0.70797,0.0205,0.00794,0.38191,0.79682,0.00104703,0.00104703,0.00104703
29,394.164,0.82388,0.05753,0.04987,0.43162,0.78665,0.98263,0.98501,0.98282,0.82663,0.32395,0.33333,0.32372,0.32277,0.65414,0.02135,0.01018,0.37411,0.79444,0.00103288,0.00103288,0.00103288
30,407.527,0.77872,0.05785,0.04831,0.42016,0.78476,0.98308,0.98608,0.98627,0.82468,0.32389,0.33333,0.32731,0.32689,0.66088,0.01832,0.00903,0.36552,0.79452,0.00101873,0.00101873,0.00101873
31,420.765,0.84128,0.06277,0.0534,0.43745,0.79,0.98367,0.98516,0.98378,0.81793,0.32396,0.33333,0.32433,0.32382,0.69034,0.02636,0.00712,0.38315,0.79681,0.00100459,0.00100459,0.00100459
32,434.502,0.79816,0.05351,0.04928,0.42018,0.78891,0.98203,0.9865,0.98583,0.81703,0.32398,0.33333,0.32607,0.3259,0.70076,0.0185,0.00692,0.3763,0.79315,0.00099044,0.00099044,0.00099044
33,447.982,0.7845,0.04149,0.04634,0.41408,0.78153,0.98266,0.98687,0.98752,0.82854,0.32392,0.33333,0.32865,0.32803,0.65468,0.01458,0.00787,0.36769,0.79338,0.000976293,0.000976293,0.000976293
34,461.341,0.77326,0.04391,0.04871,0.41001,0.77932,0.98332,0.98545,0.98762,0.842,0.32405,0.33333,0.32933,0.32931,0.63789,0.01244,0.00669,0.36533,0.79282,0.000962146,0.000962146,0.000962146
35,474.919,0.77088,0.04195,0.04724,0.40378,0.77944,0.98294,0.98554,0.98782,0.83686,0.32407,0.33333,0.32911,0.3289,0.63811,0.01321,0.00648,0.36311,0.79286,0.000947999,0.000947999,0.000947999
36,487.706,0.75421,0.04742,0.04737,0.40028,0.78043,0.98266,0.98573,0.98923,0.84033,0.3256,0.33333,0.3297,0.32918,0.61979,0.01464,0.00702,0.34904,0.79238,0.000933851,0.000933851,0.000933851
37,500.722,0.75956,0.04597,0.04773,0.39879,0.77621,0.98644,0.98623,0.98939,0.8439,0.32667,0.33333,0.32959,0.32938,0.62701,0.01482,0.00911,0.34847,0.79357,0.000919704,0.000919704,0.000919704
38,514.15,0.79401,0.03963,0.0472,0.40875,0.7871,0.99178,0.98385,0.98752,0.84077,0.327,0.33333,0.32864,0.32835,0.64052,0.01404,0.00865,0.36537,0.79235,0.000905557,0.000905557,0.000905557
39,527.624,0.79376,0.04754,0.04254,0.41141,0.77923,0.98322,0.98581,0.98816,0.82944,0.3255,0.33333,0.32949,0.32949,0.66569,0.01327,0.00685,0.36748,0.79294,0.00089141,0.00089141,0.00089141
40,541.098,0.76718,0.0471,0.04718,0.40635,0.79175,0.98209,0.98534,0.98582,0.8241,0.32501,0.33333,0.32685,0.32625,0.6726,0.02086,0.00621,0.36374,0.79653,0.000877263,0.000877263,0.000877263
41,554.324,0.7793,0.04855,0.04144,0.41324,0.78448,0.9839,0.98742,0.98828,0.83569,0.3265,0.33333,0.32874,0.32874,0.64583,0.0142,0.00646,0.3616,0.7945,0.000863116,0.000863116,0.000863116
42,567.465,0.75236,0.05414,0.04328,0.40131,0.78568,0.98239,0.98684,0.98859,0.8331,0.32375,0.33019,0.32819,0.32766,0.65642,0.02487,0.00678,0.3592,0.7941,0.000848969,0.000848969,0.000848969
43,580.595,0.74832,0.04302,0.04241,0.39482,0.78286,0.99054,0.98009,0.98809,0.84838,0.32754,0.33333,0.32924,0.32924,0.62335,0.0178,0.00818,0.35263,0.79374,0.000834822,0.000834822,0.000834822
44,594.279,0.76708,0.04637,0.04991,0.39405,0.78173,0.98565,0.98513,0.98845,0.82707,0.32732,0.33333,0.32917,0.32685,0.65622,0.01526,0.00705,0.34901,0.79244,0.000820675,0.000820675,0.000820675
45,607.077,0.74426,0.03746,0.03691,0.39139,0.77982,0.98275,0.98334,0.98906,0.83813,0.3269,0.33333,0.32974,0.32974,0.62339,0.01359,0.00591,0.34823,0.79076,0.000806528,0.000806528,0.000806528
46,620.082,0.73607,0.0386,0.04245,0.37895,0.7808,0.98284,0.98525,0.98849,0.84137,0.32641,0.33333,0.32908,0.32908,0.63545,0.01315,0.00549,0.35214,0.79498,0.00079238,0.00079238,0.00079238
47,633.211,0.7201,0.04071,0.04773,0.38095,0.78323,0.98529,0.98504,0.98886,0.84951,0.32411,0.33333,0.32911,0.32911,0.62103,0.01206,0.00551,0.34834,0.79469,0.000778233,0.000778233,0.000778233
48,646.272,0.74756,0.03473,0.03915,0.38664,0.78299,0.98385,0.98696,0.98995,0.84684,0.32413,0.33333,0.32949,0.32949,0.63088,0.01276,0.00455,0.34432,0.79205,0.000764086,0.000764086,0.000764086
49,660.066,0.73169,0.03476,0.04304,0.38014,0.7765,0.99037,0.98427,0.9892,0.83897,0.33021,0.33272,0.32908,0.32908,0.62346,0.01251,0.00549,0.34236,0.79215,0.000749939,0.000749939,0.000749939
50,673.665,0.72502,0.03562,0.03986,0.3752,0.77845,0.99091,0.98104,0.98842,0.8407,0.32707,0.33333,0.32909,0.32909,0.62191,0.01054,0.00343,0.33374,0.79184,0.000735792,0.000735792,0.000735792
51,687.188,0.73125,0.02999,0.03475,0.37838,0.77342,0.9907,0.98236,0.98913,0.85351,0.33021,0.33286,0.32945,0.32945,0.60392,0.00955,0.00445,0.33042,0.79119,0.000721645,0.000721645,0.000721645
52,700.899,0.71067,0.03041,0.04552,0.36572,0.7846,0.98356,0.98457,0.98996,0.85037,0.32799,0.33333,0.32974,0.32974,0.61829,0.01344,0.00384,0.33627,0.79091,0.000707498,0.000707498,0.000707498
53,714.289,0.731,0.02476,0.0344,0.37568,0.77853,0.98514,0.98595,0.98895,0.84546,0.33021,0.33284,0.32939,0.32939,0.6153,0.01088,0.0053,0.33197,0.79062,0.000693351,0.000693351,0.000693351
54,727.252,0.72849,0.02641,0.03949,0.37219,0.77751,0.98186,0.98796,0.98928,0.8546,0.32791,0.33333,0.32945,0.32945,0.59078,0.00852,0.00485,0.31978,0.79121,0.000679204,0.000679204,0.000679204
55,740.664,0.70203,0.02694,0.03449,0.36754,0.7806,0.98446,0.98697,0.99003,0.85618,0.32415,0.33333,0.33067,0.33067,0.60073,0.00935,0.00363,0.32861,0.79123,0.000665057,0.000665057,0.000665057
56,754.124,0.7233,0.02897,0.03634,0.37076,0.77216,0.98442,0.98605,0.9885,0.83988,0.32909,0.33333,0.3288,0.3288,0.62042,0.00754,0.00411,0.33258,0.78982,0.000650909,0.000650909,0.000650909
57,767.433,0.72037,0.03059,0.0364,0.37524,0.77975,0.98751,0.98446,0.99039,0.85855,0.33018,0.33333,0.33033,0.33033,0.58607,0.01181,0.00386,0.33,0.78853,0.000636762,0.000636762,0.000636762
58,781.184,0.70807,0.03682,0.03542,0.36827,0.78049,0.9911,0.98592,0.99014,0.85891,0.33021,0.33273,0.32989,0.32989,0.58058,0.00874,0.00349,0.31425,0.79022,0.000622615,0.000622615,0.000622615
59,794.826,0.72139,0.02988,0.03501,0.36963,0.77169,0.99091,0.98507,0.98914,0.85354,0.32965,0.33333,0.32964,0.32964,0.58838,0.00939,0.00297,0.31992,0.78971,0.000608468,0.000608468,0.000608468
60,808.389,0.7041,0.03652,0.04306,0.37254,0.77541,0.99173,0.98396,0.98972,0.8513,0.3293,0.33333,0.32983,0.32983,0.58745,0.00921,0.0034,0.31537,0.78984,0.000594321,0.000594321,0.000594321
61,822.022,0.70671,0.02829,0.03313,0.36587,0.77391,0.98902,0.98751,0.98888,0.84017,0.32972,0.33333,0.32902,0.32902,0.62255,0.00852,0.00351,0.33728,0.78956,0.000580174,0.000580174,0.000580174
62,835.103,0.69852,0.02566,0.03659,0.36467,0.77332,0.98521,0.98286,0.98902,0.85426,0.32671,0.33333,0.32893,0.32893,0.58026,0.00977,0.00323,0.32411,0.78958,0.000566027,0.000566027,0.000566027
63,848.007,0.69241,0.02397,0.03609,0.35843,0.77609,0.98886,0.98432,0.9894,0.8585,0.32842,0.33333,0.32917,0.32917,0.57826,0.00671,0.00355,0.31883,0.78994,0.00055188,0.00055188,0.00055188
64,860.986,0.70231,0.02949,0.0349,0.36128,0.77792,0.98569,0.98422,0.98925,0.8469,0.32403,0.33333,0.32893,0.32893,0.60978,0.00842,0.00274,0.33256,0.79115,0.000537733,0.000537733,0.000537733
65,874.383,0.68289,0.02653,0.03541,0.35264,0.77723,0.98602,0.98697,0.98916,0.8573,0.32701,0.33333,0.32881,0.32881,0.57858,0.00742,0.00276,0.31261,0.79026,0.000523586,0.000523586,0.000523586
66,887.602,0.6751,0.02225,0.0333,0.35236,0.77407,0.98971,0.9854,0.98913,0.85399,0.33021,0.33219,0.32886,0.32886,0.59715,0.00862,0.0031,0.32284,0.79051,0.000509438,0.000509438,0.000509438
67,901.635,0.70167,0.02591,0.03381,0.35808,0.77641,0.98691,0.98454,0.98986,0.858,0.33009,0.33333,0.33026,0.33026,0.57829,0.00656,0.00329,0.31538,0.7891,0.000495291,0.000495291,0.000495291
68,915.223,0.70929,0.02504,0.03552,0.35801,0.7786,0.99142,0.98538,0.98935,0.85428,0.33005,0.33333,0.32927,0.32927,0.58097,0.0066,0.00261,0.31206,0.79059,0.000481144,0.000481144,0.000481144
69,928.575,0.68914,0.02445,0.02929,0.35023,0.77317,0.98848,0.98761,0.98886,0.85253,0.32993,0.33333,0.32908,0.32908,0.58466,0.00728,0.00287,0.31337,0.78918,0.000466997,0.000466997,0.000466997
70,941.95,0.68715,0.02219,0.03004,0.35381,0.77253,0.98759,0.98012,0.98905,0.85946,0.33018,0.32911,0.32896,0.32896,0.58194,0.00882,0.00301,0.32773,0.78847,0.00045285,0.00045285,0.00045285
71,955.549,0.69075,0.02472,0.03668,0.35415,0.77956,0.99013,0.98435,0.99047,0.8355,0.32881,0.33333,0.33017,0.33017,0.6647,0.00735,0.00321,0.33385,0.79154,0.000438703,0.000438703,0.000438703
72,968.864,0.69368,0.0333,0.0349,0.36274,0.7743,0.98512,0.98564,0.98941,0.86017,0.32807,0.33333,0.32902,0.32902,0.56914,0.00631,0.00249,0.31345,0.78972,0.000424556,0.000424556,0.000424556
73,982.127,0.68133,0.0284,0.03113,0.34505,0.7733,0.99032,0.98585,0.98903,0.85939,0.32887,0.33333,0.32908,0.32908,0.57707,0.00614,0.00231,0.31645,0.78966,0.000410409,0.000410409,0.000410409
74,995.491,0.68687,0.02836,0.03071,0.34788,0.77559,0.9911,0.98697,0.98946,0.85968,0.32978,0.33333,0.32896,0.32896,0.57932,0.00692,0.00238,0.31164,0.78964,0.000396262,0.000396262,0.000396262
75,1008.98,0.65677,0.01909,0.0302,0.33799,0.76948,0.98486,0.9888,0.98877,0.86147,0.32653,0.33333,0.3285,0.3285,0.58335,0.00828,0.00269,0.31157,0.79123,0.000382115,0.000382115,0.000382115
76,1022.88,0.66687,0.02272,0.03622,0.33902,0.77327,0.99005,0.98772,0.98926,0.86291,0.32938,0.33333,0.32877,0.32877,0.56302,0.00663,0.00255,0.30153,0.78945,0.000367967,0.000367967,0.000367967
77,1036.71,0.67738,0.02281,0.03291,0.33925,0.76796,0.99085,0.98605,0.98974,0.85971,0.32971,0.33333,0.32921,0.32921,0.59452,0.00892,0.00221,0.31234,0.79143,0.00035382,0.00035382,0.00035382
78,1050.76,0.67011,0.02293,0.03079,0.34082,0.77357,0.99121,0.98605,0.98971,0.86355,0.33022,0.33316,0.32908,0.32908,0.56986,0.00571,0.00214,0.30539,0.78904,0.000339673,0.000339673,0.000339673
79,1064.52,0.65847,0.01821,0.02947,0.33758,0.76883,0.98743,0.98794,0.99013,0.85849,0.33021,0.33277,0.32911,0.32911,0.58301,0.00812,0.00212,0.31343,0.78757,0.000325526,0.000325526,0.000325526
80,1077.49,0.67707,0.01812,0.02613,0.3417,0.77024,0.98894,0.98737,0.98948,0.86356,0.33012,0.33333,0.32914,0.32914,0.55796,0.00557,0.00212,0.30426,0.78709,0.000311379,0.000311379,0.000311379
81,1090.51,0.6407,0.02013,0.03577,0.32434,0.77571,0.98937,0.98794,0.98984,0.86688,0.32982,0.33333,0.32927,0.32927,0.55206,0.00614,0.00184,0.29739,0.78849,0.000297232,0.000297232,0.000297232
82,1104.11,0.66399,0.02504,0.03196,0.33546,0.77349,0.99057,0.98644,0.98994,0.86403,0.33022,0.33306,0.32955,0.32955,0.55613,0.00561,0.0024,0.30416,0.78776,0.000283085,0.000283085,0.000283085
83,1117.55,0.64588,0.0246,0.03687,0.32978,0.77326,0.98672,0.98802,0.99024,0.86447,0.32698,0.33333,0.32956,0.32956,0.55927,0.00567,0.00223,0.30252,0.78795,0.000268938,0.000268938,0.000268938
84,1131.29,0.64715,0.02197,0.03144,0.32666,0.77395,0.98997,0.98577,0.98932,0.86246,0.33019,0.33006,0.32874,0.32874,0.56877,0.00632,0.00256,0.31168,0.78973,0.000254791,0.000254791,0.000254791
85,1145.1,0.64604,0.02003,0.02977,0.32858,0.77035,0.98864,0.98697,0.98945,0.86469,0.32689,0.33333,0.32893,0.32893,0.55261,0.00564,0.00193,0.29849,0.78784,0.000240644,0.000240644,0.000240644
86,1158.68,0.63359,0.02133,0.03121,0.32546,0.77274,0.98993,0.98482,0.98961,0.86429,0.33019,0.32988,0.32921,0.32921,0.55907,0.00643,0.00236,0.30469,0.78815,0.000226497,0.000226497,0.000226497
87,1172.5,0.66675,0.0186,0.02928,0.33605,0.77319,0.9907,0.9868,0.98969,0.86934,0.33021,0.33292,0.32917,0.32917,0.55308,0.0052,0.00211,0.30198,0.7873,0.000212349,0.000212349,0.000212349
88,1185.79,0.64566,0.01735,0.02632,0.32629,0.77466,0.99159,0.98645,0.98981,0.86747,0.33008,0.33333,0.32899,0.32899,0.54835,0.00529,0.00192,0.29343,0.78752,0.000198202,0.000198202,0.000198202
89,1199.01,0.64614,0.02051,0.03292,0.32666,0.77215,0.99137,0.98701,0.98953,0.8641,0.33022,0.33306,0.32886,0.32886,0.54783,0.00573,0.00201,0.29071,0.7881,0.000184055,0.000184055,0.000184055
90,1212.06,0.646,0.02555,0.03597,0.32564,0.77601,0.9855,0.9899,0.98962,0.86113,0.33021,0.33261,0.32902,0.32902,0.55708,0.00633,0.0019,0.30404,0.78926,0.000169908,0.000169908,0.000169908
91,1256.08,0.62161,0.00925,0.00347,0.31533,0.78777,0.98759,0.98971,0.99008,0.86784,0.3297,0.33333,0.3298,0.3298,0.55137,0.00685,0.00154,0.29902,0.78777,0.000155761,0.000155761,0.000155761
92,1269.47,0.61386,0.00877,0.00358,0.31487,0.77779,0.98786,0.98435,0.98935,0.86748,0.33019,0.32993,0.32931,0.32931,0.55901,0.00695,0.00128,0.30186,0.78783,0.000141614,0.000141614,0.000141614
93,1283.19,0.61438,0.00816,0.00325,0.31468,0.77448,0.98398,0.98667,0.98912,0.86049,0.3302,0.33193,0.32933,0.32933,0.55589,0.00601,0.00132,0.30449,0.78689,0.000127467,0.000127467,0.000127467
94,1296.23,0.60278,0.00764,0.00315,0.30997,0.77926,0.99084,0.98845,0.98892,0.86554,0.33005,0.33333,0.32905,0.32905,0.54787,0.00528,0.00129,0.29054,0.78758,0.00011332,0.00011332,0.00011332
95,1309.43,0.60912,0.0073,0.00304,0.3136,0.77884,0.98968,0.98848,0.98948,0.86604,0.33022,0.3333,0.32908,0.32908,0.54337,0.00529,0.00133,0.29058,0.78734,9.91726e-05,9.91726e-05,9.91726e-05
96,1322.88,0.60432,0.00706,0.00317,0.31313,0.7746,0.99163,0.98788,0.98959,0.867,0.32996,0.33333,0.32911,0.32911,0.54246,0.00517,0.00131,0.29035,0.78641,8.50255e-05,8.50255e-05,8.50255e-05
97,1336.33,0.59214,0.00654,0.00275,0.3081,0.77621,0.99102,0.98694,0.98999,0.86486,0.33004,0.33333,0.32939,0.32939,0.55106,0.00544,0.00118,0.28712,0.78639,7.08784e-05,7.08784e-05,7.08784e-05
98,1350.07,0.60062,0.0064,0.00272,0.30521,0.78236,0.98921,0.98933,0.99008,0.86686,0.33022,0.33308,0.32917,0.32917,0.54026,0.00547,0.00111,0.29113,0.78671,5.67313e-05,5.67313e-05,5.67313e-05
99,1363.65,0.58954,0.00594,0.00233,0.30169,0.77634,0.98885,0.99017,0.99007,0.86803,0.33022,0.33304,0.32917,0.32917,0.54113,0.00507,0.00116,0.29218,0.78666,4.25842e-05,4.25842e-05,4.25842e-05
100,1377,0.59019,0.00639,0.00267,0.30288,0.77858,0.98898,0.99082,0.98993,0.86716,0.33022,0.3331,0.32908,0.32908,0.54125,0.00487,0.00112,0.29021,0.7863,2.84371e-05,2.84371e-05,2.84371e-05
